brand_name,company_name,industry_name,kmeans_cluster,hierarchical_cluster,dbscan_cluster,segment_label,initial_greenwashing_level,scope12_total,revenues,country_of_origin,electric_vehicles_percent,major_sustainability_award_last5y
Masako,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Maseca,Gruma,Processed Foods,0,0,1,CL-01,1.0,0,5597,United States,1,0
Maso Canali,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Massini,Meijer Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20500,United States,1,0
Master,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Masterline,Bunge,Agricultural Products,0,0,3,CL-01,1.0,0,54500,United States,1,0
Masters Reserve,Agropur Dairy Cooperative,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,446281,8200,United States,1,0
Matador,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Maui Moisture,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Mauna Loa,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Max Factor,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Maxi,Loblaw Cos. Ltd.,Food Retailers & Distributors,0,0,3,CL-01,0.6,1114352,56500,United States,1,0
Maxi,Ahold Delhaize USA,Food Retailers & Distributors,0,0,3,CL-01,0.0,2679000,91646,United States,1,0
Maxibon,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Maxicorn,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Maximum Seafood,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
Maxx Value Food,Save Mart Cos.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,4600,United States,1,0
Mayumi,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Mazola,Associated British Foods plc,Processed Foods,0,0,1,CL-01,0.0,2907000,16921,United States,1,0
McCadam,Agri-Mark Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,1012,United States,1,0
McCain,McCain Foods USA,Processed Foods,0,0,1,CL-01,0.6,1315973,8000,United States,1,0
McCann's,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
McCann's Imported Irish Oatmeal,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
McCormick,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,United States,1,0
McCormick For Chefs,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,United States,1,0
McCormick Gourmet,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,United States,1,0
McDaniels Coffee,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
McKee Foods,McKee Foods Corporation,Processed Foods,0,0,1,CL-01,1.0,0,1500,United States,1,0
McMurray Ranch,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
McSweeney's,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
McWilliam's,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Medical Cannabis by Shoppers,Loblaw Cos. Ltd.,Food Retailers & Distributors,0,0,3,CL-01,0.6,1114352,56500,United States,1,0
Medrad Avanta,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Medrad Intego,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Medrad MRXperion,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Medrad Spectris Solaris EP,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Medrad Stellant,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Mega Image,Ahold Delhaize USA,Food Retailers & Distributors,0,0,3,CL-01,0.0,2679000,91646,United States,1,0
Megacrunch,J.R. Simplot Company,Processed Foods,0,0,1,CL-01,1.0,0,6000,United States,1,0
Meijer Inc,Meijer Inc.,Food Retailers & Distributors,0,0,-1,CL-01,1.0,0,20500,United States,1,0
Mello Yello,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,United States,1,0
Melrose,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,6045,United States,1,0
Member’s Mark,Walmart,Multiline and Specialty Retailers & Distributors,0,0,-1,CL-01,0.0,14620902,611300,United States,1,0
Mengniu,Mengniu Dairy,"Meat, Poultry, & Dairy",0,0,1,CL-01,1.0,0,13420,United States,1,0
Meow Mix,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Merchants Distributors (MDI),Alex Lee Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,3200,United States,1,0
Merita,"Flowers Foods, Inc.",Processed Foods,0,0,1,CL-01,0.0,313426,4331,United States,1,0
Meta,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Method,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Metro,Metro (Canada),Food Retailers & Distributors,0,0,3,CL-01,0.0,286075,31770,United States,1,0
Metro,Cencosud,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,727466,14283,United States,1,0
Metro Market,Kroger Co.,Food Retailers & Distributors,0,0,3,CL-01,0.0,4894705,42639,United States,1,0
Metroplex Energy,RaceTrac,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,19700,United States,1,0
Mexican Original,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Mexx,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Mi Casa,"Flowers Foods, Inc.",Processed Foods,0,0,1,CL-01,0.0,313426,4331,United States,1,0
Mia's Mirror,H-E-B,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,38900,United States,1,0
Michael Angelo's,"Sovos Brands, Inc.",Processed Foods,0,0,1,CL-01,1.0,0,719,United States,1,0
Michelob,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Mickey's,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Microban 24,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Mie Telur Cap 3 Ayam,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Mighty Dog,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Mikes Hard Lemonade,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,United States,1,0
Milano,Campbell Soup Company,Processed Foods,0,0,1,CL-01,0.0,672061,7635,United States,1,0
Milestone,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Milk Duds,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Milk-Bone,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Milk2Go,Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,United States,1,0
Milka,"Mondelez International, Inc.",Processed Foods,0,0,1,CL-01,0.0,1185000,28720,United States,1,0
Milkco,Ingles Markets Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,5000,United States,1,0
Milkuat,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Milky Way,"Mars, Incorporated",Processed Foods,0,0,1,CL-01,1.0,0,40000,United States,1,0
Miller Genuine Draft,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Miller High Life,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Miller Lite,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Millionaire$,Lindt & Sprungli,Processed Foods,0,0,1,CL-01,0.0,164276,5990,United States,1,0
Milo,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Milwaukee's Best,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Mina,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
Minh,CJ Cheiljedang Corporation,Processed Foods,0,0,1,CL-01,0.0,429374,30000,United States,1,0
Mini-Swirlz,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Minit Mart,EG Group,Food Retailers & Distributors,0,0,3,CL-01,0.0,356723,26510,United States,1,0
Minor's,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Minute,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Minute Maid,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,United States,1,0
Minute Rice,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Mio,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Miracle Whip,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Miralax,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Mirassou,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Mirena,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Mirinda,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Miss Sporty,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Miss Vickie's,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Mission,Gruma,Processed Foods,0,0,1,CL-01,1.0,0,5597,United States,1,0
Mission Hill,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,United States,1,0
Mistic,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Misty,"Zep, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,1000,United States,1,0
Misty Mountain,K-VA-T Food Stores Inc. (Food City),Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2500,United States,1,0
MITCH,John Paul Mitchell Systems,Household & Personal Products,0,0,1,CL-01,1.0,0,925,United States,1,0
Mitchell’s,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
Mitchum,"Revlon, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,2079,United States,1,0
Miu Miu,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Miura,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Mizkan,Mizkan,Processed Foods,0,0,1,CL-01,1.0,0,2066,United States,1,0
MK High Intensity,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,United States,1,0
MK Men,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,United States,1,0
Mocha Mix,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
Mochu,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Moist & Meaty,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Molly McButter,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Molson Canadian,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Molson Coors,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Mom's Best,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Mon Chéri,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Mona Lisa,Barry Callebaut,Processed Foods,0,0,1,CL-01,1.0,0,9453,United States,1,0
Monange,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Monavie,"Jeunesse Global, LLC",Household & Personal Products,0,0,1,CL-01,1.0,0,1300,United States,1,0
Mondelez,"Mondelez International, Inc.",Processed Foods,0,0,1,CL-01,0.0,1185000,28720,United States,1,0
Mondo Llama,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Monkey Bars,Giant Tiger,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2100,United States,1,0
Monsters,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Mood for Green,Mengniu Dairy,"Meat, Poultry, & Dairy",0,0,1,CL-01,1.0,0,13420,United States,1,0
Moon and Back,Amazon,E-commerce,1,0,-1,CL-01,0.0,17060000,513980,United States,1,0
Moore's,K-VA-T Food Stores Inc. (Food City),Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2500,United States,1,0
More than magic,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Mori-Nu,Morinaga Nutritional Foods,Processed Foods,0,0,1,CL-01,1.0,0,328,United States,1,0
Morinaga Nutritional Foods,Morinaga Nutritional Foods,Processed Foods,0,0,1,CL-01,1.0,0,328,United States,1,0
Moriva Coffee,Zensho,Restaurants,0,0,6,CL-01,1.0,0,6580,United States,1,0
Morning Delight,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Morning Star Farms,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Mother's (Cereal),"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Mother's (cookies),Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Motrin,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Mott's,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Mounds,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Mountain Dew,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Mountain High,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Mountain Lakes,"Grassland Dairy Products, Inc.",Agricultural Products,0,0,3,CL-01,1.0,0,1815,United States,1,0
Mountain Ridge,Giant Tiger,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2100,United States,1,0
Mountaire,"Mountaire Farms, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,2400,United States,1,0
Mövenpick,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Movento,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Mowi,Mowi,"Meat, Poultry, & Dairy",0,0,1,CL-01,1.0,0,5773,United States,1,0
Moy Park,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Moy Park (Europe),Pilgrim's Pride Corporation,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,1466707,14777,United States,1,0
Moyer,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Mr and Mrs T,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Mr Muscle,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Mr Muscle Kleen,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Mr. Clean,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Mr. Freeze,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Mr. Pibb,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,United States,1,0
Mr. Pure,National Beverage Corp.,Non-Alcoholic Beverages,0,0,3,CL-01,1.0,0,1138,United States,1,0
Mr. Yoshida's,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Mr.Goodbar,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Mrs. Baird's,"Bimbo Bakeries USA, Inc.",Processed Foods,0,0,1,CL-01,0.0,1151090,19800,United States,1,0
Mrs. Butterworth's,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Mrs. Freshley's,"Flowers Foods, Inc.",Processed Foods,0,0,1,CL-01,0.0,313426,4331,United States,1,0
Mrs. Meyers,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Mrs. Paul's,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Mrs. Smith's,CJ Cheiljedang Corporation,Processed Foods,0,0,1,CL-01,0.0,429374,30000,United States,1,0
Mt Vikos,United Natural Foods Inc.,Food Retailers & Distributors,0,0,3,CL-01,0.0,563588,27000,United States,1,0
MTA Sport,Meijer Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20500,United States,1,0
Mucilon,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Mueslix,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Mug,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Muir Glen,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Muller Pinehurst,"Prairie Farms Dairy, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,3600,United States,1,0
Munchies,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Muncos,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Murphy Oil Soap,Colgate-Palmolive Co.,Household & Personal Products,0,0,1,CL-01,0.0,421100,17421,United States,1,0
Murray,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
MVRCK,John Paul Mitchell Systems,Household & Personal Products,0,0,1,CL-01,1.0,0,925,United States,1,0
My Black Is Beautiful,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
My Heinz,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Myojo,Nissin Foods,Processed Foods,0,0,1,CL-01,0.0,134448,5000,United States,1,0
mySTYLE,Giant Tiger,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2100,United States,1,0
Nabisco,"Mondelez International, Inc.",Processed Foods,0,0,1,CL-01,0.0,1185000,28720,United States,1,0
Nair,"Church & Dwight Co., Inc.",Household & Personal Products,0,0,1,CL-01,0.6,99310,5190,United States,1,0
Nakano,Mizkan,Processed Foods,0,0,1,CL-01,1.0,0,2066,United States,1,0
Nakau,Zensho,Restaurants,0,0,6,CL-01,1.0,0,6580,United States,1,0
Nakd,Lotus Bakeries,Processed Foods,0,0,1,CL-01,1.0,0,1116,United States,1,0
Naked Juice,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Naked Truth,Wayne Farms LLC,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,2250,United States,1,0
Nally,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Nama-cha,Kirin,Alcoholic Beverages,0,0,3,CL-01,1.0,0,14990,United States,1,0
Nancy's,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Nantucket Nectars,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Nathan's,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
National Beef Packing,"National Beef Packing Company, LLC","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,11600,United States,1,0
National Beef Prime,"National Beef Packing Company, LLC","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,11600,United States,1,0
National Beverage,National Beverage Corp.,Non-Alcoholic Beverages,0,0,3,CL-01,1.0,0,1138,United States,1,0
Native,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Nativo,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Natrel,Agropur Dairy Cooperative,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,446281,8200,United States,1,0
Natura,"Mars, Incorporated",Processed Foods,0,0,1,CL-01,1.0,0,40000,United States,1,0
Natural Angus Beef,"National Beef Packing Company, LLC","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,11600,United States,1,0
Natural Bliss,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Natural Brew,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Natural Choice,Hormel Foods Corp.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,657906,11386,United States,1,0
Natural Grocers,Natural Grocers by Vitamin Cottage,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,302,United States,1,0
Natural Ice,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Natural Light,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Natural Selections,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
Natural Touch,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Natural Vitality CALM,Clorox Company,Household & Personal Products,0,0,1,CL-01,0.0,91887,7107,United States,1,0
Naturally,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,United States,1,0
Nature Raised,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Nature Valley,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Nature's Basket,Giant Eagle Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,11500,United States,1,0
Nature's Goodness,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
Nature's Harvest,"Bimbo Bakeries USA, Inc.",Processed Foods,0,0,1,CL-01,0.0,1151090,19800,United States,1,0
Nature's Own,"Flowers Foods, Inc.",Processed Foods,0,0,1,CL-01,0.0,313426,4331,United States,1,0
Nature's Peak,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Nature's Recipe,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Nature's Ultra,Young Living Essential Oils LC,Household & Personal Products,0,0,1,CL-01,1.0,0,2200,United States,1,0
