brand_name,company_name,industry_name,kmeans_cluster,hierarchical_cluster,dbscan_cluster,segment_label,initial_greenwashing_level,scope12_total,revenues,country_of_origin,electric_vehicles_percent,major_sustainability_award_last5y
Kobalt,"Lowe's Companies, Inc.",Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1369000,18600,United States,1,0
Koch Foods,"Koch Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,3500,United States,1,0
Kogenate,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Kohinoor,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Kona Sol,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Kool-Aid,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Korbel,Brown-Forman Corp.,Alcoholic Beverages,0,0,3,CL-01,0.6,162388,3933,United States,1,0
Kovaltry,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Koyo,United Natural Foods Inc.,Food Retailers & Distributors,0,0,3,CL-01,0.0,563588,27000,United States,1,0
Kozy Shack,"Land O'Lakes, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,462612,16000,United States,1,0
Krackel,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Kraft,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Krakus,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Krave,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Krave,"Mars, Incorporated",Processed Foods,0,0,1,CL-01,1.0,0,40000,United States,1,0
Kretschmar,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Krispy,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Kroger,Kroger Co.,Food Retailers & Distributors,0,0,3,CL-01,0.0,4894705,42639,United States,1,0
Krunchers,Campbell Soup Company,Processed Foods,0,0,1,CL-01,0.0,672061,7635,United States,1,0
Ktown,H Mart,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,1050,United States,1,0
Kumi Aji,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Kurose,Nissui,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,6000,United States,1,0
Kurtz,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Küsschen,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
KwikShop,EG Group,Food Retailers & Distributors,0,0,3,CL-01,0.0,356723,26510,United States,1,0
Kyleena,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Kylie Baby,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Kylie Cosmetics,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Kylie Skin,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Kyubeiya,Zensho,Restaurants,0,0,6,CL-01,1.0,0,6580,United States,1,0
L'ilCritters,"Church & Dwight Co., Inc.",Household & Personal Products,0,0,1,CL-01,0.6,99310,5190,United States,1,0
L1FE,"Jeunesse Global, LLC",Household & Personal Products,0,0,1,CL-01,1.0,0,1300,United States,1,0
La Boulange,Starbucks,Restaurants,0,0,6,CL-01,0.0,687761,29460,United States,1,0
La Campiña,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,6045,United States,1,0
La Choy,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
La Cigala,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
La Cremeria,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
La Fallera,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
La Feria,Schreiber Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,5000,United States,1,0
La Lacteo,Agropur Dairy Cooperative,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,446281,8200,United States,1,0
La Laitière,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
La Lechera,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
La Marca,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
La Mer,Estée Lauder Companies Inc.,Household & Personal Products,0,0,1,CL-01,0.6,30800,17737,United States,1,0
La Morella,Barry Callebaut,Processed Foods,0,0,1,CL-01,1.0,0,9453,United States,1,0
La Paulina,Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,United States,1,0
La Salteña,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
La Vaquita,"Dairy Farmers of America, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,19300,United States,1,0
La Victoria,Hormel Foods Corp.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,657906,11386,United States,1,0
Lab Series,Estée Lauder Companies Inc.,Household & Personal Products,0,0,1,CL-01,0.6,30800,17737,United States,1,0
Labatt,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Labo Labo,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Lacoste,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
LaCroix,National Beverage Corp.,Non-Alcoholic Beverages,0,0,3,CL-01,1.0,0,1138,United States,1,0
Lacta,"Mondelez International, Inc.",Processed Foods,0,0,1,CL-01,0.0,1185000,28720,United States,1,0
Lactaid,HP Hood LLC,Processed Foods,0,0,1,CL-01,1.0,0,2700,United States,1,0
Lactalis,Kraft Heinz,Processed Foods,0,0,-1,CL-01,0.0,959333,26042,United States,1,0
Lactantia,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,6045,United States,1,0
Lady Aster,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Lady Speed Stick,Colgate-Palmolive Co.,Household & Personal Products,0,0,1,CL-01,0.0,421100,17421,United States,1,0
LadyBird,Wayne Farms LLC,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,2250,United States,1,0
Laffy Taffy Candy,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Lake & Trail,Meijer Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20500,United States,1,0
LaLa,Grupo Lala,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,585405,3158,United States,1,0
LaLa Foods U.S. Frusion,Grupo Lala,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,585405,3158,United States,1,0
Lamb Weston,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Lamb's Supreme,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Lancaster,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Lancaster Colony,Lancaster Colony Corporation,Processed Foods,0,0,1,CL-01,1.0,0,1467,United States,1,0
Lance,Campbell Soup Company,Processed Foods,0,0,1,CL-01,0.0,672061,7635,United States,1,0
Land O' Lakes,"Cal-Maine Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,400429,1349,United States,1,0
Land O'Lakes,"Land O'Lakes, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,462612,16000,United States,1,0
Land of the free,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Land Shark Lager,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Landmark Vineyards,Wonderful Company LLC,Processed Foods,0,0,1,CL-01,1.0,0,4800,United States,1,0
Landshire,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Lärabar,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Laredo Taco Company,7-Eleven Inc.,Food Retailers & Distributors,0,0,3,CL-01,0.0,2685885,86830,United States,1,0
Larry’s,CJ Cheiljedang Corporation,Processed Foods,0,0,1,CL-01,0.0,429374,30000,United States,1,0
Larsen,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
Las Palmas,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Las Rocas,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Lash Love Fanorama,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,United States,1,0
Lassie,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Late July Snacks,Campbell Soup Company,Processed Foods,0,0,1,CL-01,0.0,672061,7635,United States,1,0
Latina Fresh 2,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Laura Lynn,Ingles Markets Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,5000,United States,1,0
Laura Scudder's,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Lavazza,Yum! Brands,Processed Foods,0,0,1,CL-01,1.0,0,7220,United States,1,0
Lawry's,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,United States,1,0
Lay Meats,K-VA-T Food Stores Inc. (Food City),Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2500,United States,1,0
Lay's,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,-1,CL-01,0.0,4231588,86392,United States,1,0
Layout,Hormel Foods Corp.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,657906,11386,United States,1,0
Le Labo,Estée Lauder Companies Inc.,Household & Personal Products,0,0,1,CL-01,0.6,30800,17737,United States,1,0
Le Petit Marseillais,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Le Royal,Barry Callebaut,Processed Foods,0,0,1,CL-01,1.0,0,9453,United States,1,0
Le Sueur,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Lea & Perrins,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Leaf Foods Country Naturals,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
Lean Cuisine,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Lean Generation Pork,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Lean Pockets,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
LeBlanc's Food Store,Rouses Markets,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,1490,United States,1,0
Lech,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Leffe,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Legacy of Clean,Amway Corporation,Household & Personal Products,0,0,1,CL-01,1.0,0,3500,United States,1,0
Legatrin,"Church & Dwight Co., Inc.",Household & Personal Products,0,0,1,CL-01,0.6,99310,5190,United States,1,0
Leinenkugel's,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Leinenkugel's Summer Shandy,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Lemon,Kirin,Alcoholic Beverages,0,0,3,CL-01,1.0,0,14990,United States,1,0
Lemon Life,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,United States,1,0
Lemonhead,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Leprino,"Leprino Foods Company, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,3500,United States,1,0
Lever 2000,"Diversey Holdings, Ltd.",Chemicals,1,0,5,CL-01,0.0,24832,2619,United States,1,0
Levissima,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Levitra,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Libby's,Seneca Foods Corporation,Processed Foods,0,0,1,CL-01,1.0,0,1385,United States,1,0
Libby's (pumpkin),Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Libbys,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Liberté,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Liberty Creek,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Lidl,Lidl U.S.,Food Retailers & Distributors,0,0,-1,CL-01,0.0,19521,81,United States,1,0
Life,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Life Brand,Loblaw Cos. Ltd.,Food Retailers & Distributors,0,0,3,CL-01,0.6,1114352,56500,United States,1,0
Life Smart,Metro (Canada),Food Retailers & Distributors,0,0,3,CL-01,0.0,286075,31770,United States,1,0
Light & Fit,Danone S.A.,Processed Foods,0,0,1,CL-01,0.0,942000,29144,United States,1,0
Lik-M-Aid Fun Dip,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Lily Morgan,Giant Tiger,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2100,United States,1,0
Lily's,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Lima,Hain Celestial Group Inc.,Processed Foods,0,0,1,CL-01,0.0,43621,2054,United States,1,0
Linda McCartney,Hain Celestial Group Inc.,Processed Foods,0,0,1,CL-01,0.0,43621,2054,United States,1,0
Lindt,Lindt & Sprungli,Processed Foods,0,0,-1,CL-01,0.0,164276,5990,Switzerland,1,0
LingLing,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Lion,AAK AB,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,4260,United States,1,0
Lion (cereal),Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Lion (cheese),Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,United States,1,0
Lip Lickin Chicken,Southeastern Grocers LLC,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,10500,United States,1,0
LipSense,"SeneGence International, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,1000,United States,1,0
Lipton,Unilever PLC,Household & Personal Products,0,0,1,CL-01,0.0,730000,59388,United States,1,0
Lipton (partnership),"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Liquid Plumr,Clorox Company,Household & Personal Products,0,0,1,CL-01,0.0,91887,7107,United States,1,0
Liquidity,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,United States,1,0
Liquor Barn,Gopuff,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2000,United States,1,0
Listerine,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Little Brownie Bakers,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Little Debbie,McKee Foods Corporation,Processed Foods,0,0,1,CL-01,1.0,0,1500,United States,1,0
Little Dukes,Coborn's Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,1400,United States,1,0
Little Joe,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Little Journey,Aldi U.S.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,121100,United States,1,0
Little Sheep,Yum! Brands,Processed Foods,0,0,1,CL-01,1.0,0,7220,United States,1,0
Live better,CVS Health,Drug Retailers,1,0,-1,CL-01,0.0,983724,322500,United States,1,0
Live Fearlessly,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,United States,1,0
Live Real Farms,"Dairy Farmers of America, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,19300,United States,1,0
liveGfree,Aldi U.S.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,121100,United States,1,0
Living Colors,Big Lots,Food Retailers & Distributors,0,0,3,CL-01,0.0,219656,5468,United States,1,0
Livingston Cellars,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Lloyd's,Hormel Foods Corp.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,657906,11386,United States,1,0
Loaf 'N Jug,EG Group,Food Retailers & Distributors,0,0,3,CL-01,0.0,356723,26510,United States,1,0
Loblaw,Loblaw Cos. Ltd.,Food Retailers & Distributors,0,0,3,CL-01,0.6,1114352,56500,United States,1,0
Log Cabin,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Loma Linda,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Lorraine,Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,United States,1,0
Lotteria,Zensho,Restaurants,0,0,6,CL-01,1.0,0,6580,United States,1,0
Lotus Bakeries,Lotus Bakeries,Processed Foods,0,0,1,CL-01,1.0,0,1116,United States,1,0
Louis M. Martini,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Lowe's,"Lowe's Companies, Inc.",Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1369000,18600,United States,1,0
Lowes Foods,Alex Lee Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,3200,United States,1,0
Lowney,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
LU,"Mondelez International, Inc.",Processed Foods,0,0,1,CL-01,0.0,1185000,28720,United States,1,0
Lubriderm,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Lucerne,Agropur Dairy Cooperative,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,446281,8200,United States,1,0
Lucerne Dairy Farms,Albertsons Cos.,Food Retailers & Distributors,0,0,3,CL-01,0.0,3900165,79930,United States,1,0
Lucky,Save Mart Cos.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,4600,United States,1,0
Lucky California,Save Mart Cos.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,4600,United States,1,0
Lucky Charms,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Lucky You,"Revlon, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,2079,United States,1,0
Luden's,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Luigi's,J&J Snack Foods Corp.,Processed Foods,0,0,1,CL-01,1.0,0,1145,United States,1,0
Luminesce,"Jeunesse Global, LLC",Household & Personal Products,0,0,1,CL-01,1.0,0,1300,United States,1,0
Luna,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Lunch Maker,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Lunch Mate,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
Lunchables,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Lustucru,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
LuVel,"Prairie Farms Dairy, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,3600,United States,1,0
Luvs,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Luvsome,Kroger Co.,Food Retailers & Distributors,0,0,3,CL-01,0.0,4894705,42639,United States,1,0
Lykes,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Lynden Farms,"Foster Farms, LLC",Agricultural Products,0,0,3,CL-01,1.0,0,2500,United States,1,0
Lysoform,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
M&M's,"Mars, Incorporated",Processed Foods,0,0,1,CL-01,1.0,0,40000,United States,1,0
M1ND,"Jeunesse Global, LLC",Household & Personal Products,0,0,1,CL-01,1.0,0,1300,United States,1,0
MAC,Estée Lauder Companies Inc.,Household & Personal Products,0,0,1,CL-01,0.6,30800,17737,United States,1,0
Macaroni Grill,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
MacDonald's,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Made by Design,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Made-to-go,Sheetz Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,7200,United States,1,0
MaDish,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Madria Sangria,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Maggi,Nestle,Processed Foods,0,0,-1,CL-01,0.0,3470000,105520,United States,1,0
Maggio,HP Hood LLC,Processed Foods,0,0,1,CL-01,1.0,0,2700,United States,1,0
Magnolia,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Magnum,Unilever PLC,Household & Personal Products,0,0,1,CL-01,0.0,730000,59388,United States,1,0
Mahakosh,Patanjali Foods,Agricultural Products,0,0,3,CL-01,1.0,0,3669,United States,1,0
Mahatma,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Main St. Bistro,"Reser's Fine Foods, Inc.",Processed Foods,0,0,1,CL-01,1.0,0,1300,United States,1,0
Maker's Mark,Suntory Holdings Limited,Alcoholic Beverages,0,0,3,CL-01,0.6,843000,20200,United States,1,0
MakeSense,"SeneGence International, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,1000,United States,1,0
Malt-O-Meal,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Mama Bear,Amazon,E-commerce,1,0,-1,CL-01,0.0,17060000,513980,United States,1,0
Mama Mary's,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
MaMa Rosa's,CJ Cheiljedang Corporation,Processed Foods,0,0,1,CL-01,0.0,429374,30000,United States,1,0
Manhattan,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Mantias,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Manwich,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Manzana Mia,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,United States,1,0
Manzanita,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Maple Grove Farms,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Maple Leaf,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
Maple Leaf Foods,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
MaraNatha,Hain Celestial Group Inc.,Processed Foods,0,0,1,CL-01,0.0,43621,2054,United States,1,0
Marc Glassman Inc.,Marc Glassman Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,1030,United States,1,0
Marc Jacobs,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Marcum,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Margaritaville,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Margherita,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Margherita.jpeg,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Mariah Carey,"Revlon, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,2079,United States,1,0
Mariano’s,Kroger Co.,Food Retailers & Distributors,0,0,3,CL-01,0.0,4894705,42639,United States,1,0
Marie Callenders,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Marinela,"Bimbo Bakeries USA, Inc.",Processed Foods,0,0,1,CL-01,0.0,1151090,19800,United States,1,0
Mark 7 Arterion,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Mark Anthony,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,United States,1,0
Market 32,Northeast Grocery Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,8400,United States,1,0
Market Basket,Demoulas Super Markets Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,5900,United States,1,0
Market District,Giant Eagle Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,11500,United States,1,0
Market Pantry,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Market Place Foods,Coborn's Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,1400,United States,1,0
Market Selections,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Marketplace,Key Food Stores Cooperative,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,3200,United States,1,0
Marketside,Walmart,Multiline and Specialty Retailers & Distributors,0,0,-1,CL-01,0.0,14620902,611300,United States,1,0
Mars,"Mars, Incorporated",Processed Foods,0,0,1,CL-01,1.0,0,40000,United States,1,0
Martha White,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Martin Cõdax,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Martin's Lane,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,United States,1,0
Mary B's,J&J Snack Foods Corp.,Processed Foods,0,0,1,CL-01,1.0,0,1145,United States,1,0
Mary Ellen,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Mary Kay,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,United States,1,0
Mary Kitchen,Hormel Foods Corp.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,657906,11386,United States,1,0
